Employee_ID,Age,Gender,Marital_Status,Education_Field,Department,Job_Role,Job_Level,Annual_Salary,Monthly_Income,Years_At_Company,Years_Since_Last_Promotion,Training_Hours_Last_Year,Overtime,Job_Satisfaction,Environment_Satisfaction,Work_Life_Balance,Performance_Rating,Percent_Salary_Hike,Attrition
EMP0430,25,Non-binary,Single,Finance,Marketing,Brand Manager,3,107553,8962.75,3,3,17,No,5,3,4,1,7,No
EMP0431,52,Male,Married,Life Sciences,Marketing,Marketing Specialist,2,87445,7287.08,10,7,18,No,4,3,3,4,23,No
EMP0432,32,Non-binary,Single,Marketing,Technology,Department Director,5,188460,15705.0,2,0,20,No,2,3,5,2,11,No
EMP0433,23,Male,Married,Marketing,Sales,Sales Executive,3,107995,8999.58,0,0,14,Yes,1,3,2,4,23,Yes
EMP0434,57,Male,Single,Other,Marketing,Marketing Coordinator,2,59346,4945.5,14,1,16,No,2,4,2,2,14,Yes
EMP0435,35,Male,Single,Other,Human Resources,HR Director,5,199936,16661.33,8,7,56,No,2,3,4,2,11,No
EMP0436,48,Female,Single,Finance,Human Resources,HR Manager,3,100585,8382.08,8,5,55,No,3,4,2,3,17,No
EMP0437,30,Male,Married,Finance,Finance,Finance Manager,5,149004,12417.0,2,0,55,No,5,2,3,4,20,No
EMP0438,47,Female,Divorced,Other,Sales,Sales Representative,2,68375,5697.92,16,4,36,Yes,3,4,2,4,18,No
EMP0439,55,Non-binary,Single,Other,Finance,Finance Director,5,217197,18099.75,6,4,49,No,4,4,4,3,17,No
EMP0440,41,Female,Single,Human Resources,Human Resources,HR Director,5,197520,16460.0,4,4,44,No,1,4,3,3,15,Yes
EMP0441,56,Non-binary,Married,Life Sciences,Human Resources,HR Director,5,183113,15259.42,3,0,33,No,3,2,4,4,25,No
EMP0442,22,Male,Married,Life Sciences,Marketing,Marketing Specialist,2,74323,6193.58,0,0,55,No,4,2,3,2,12,No
EMP0443,31,Non-binary,Married,Finance,Technology,Software Engineer,1,78523,6543.58,7,3,38,Yes,2,3,2,3,18,Yes
EMP0444,50,Non-binary,Married,Other,Finance,Senior Analyst,3,103331,8610.92,15,7,18,No,3,3,4,2,10,No
EMP0445,57,Male,Single,Human Resources,Finance,Financial Analyst,1,83735,6977.92,9,0,43,Yes,2,5,2,3,15,No
EMP0446,48,Female,Married,Marketing,Sales,Sales Executive,3,107033,8919.42,0,0,17,No,1,1,3,2,13,No
EMP0447,46,Male,Divorced,Human Resources,Sales,Sales Executive,2,105207,8767.25,14,7,19,No,3,4,4,2,11,No
EMP0448,43,Non-binary,Single,Other,Finance,Finance Manager,4,130853,10904.42,0,0,46,No,2,3,2,3,14,Yes
EMP0449,58,Female,Divorced,Human Resources,Sales,Sales Director,5,192940,16078.33,0,0,17,No,3,5,3,2,14,No
EMP0450,56,Non-binary,Married,Finance,Marketing,Marketing Coordinator,1,45762,3813.5,10,6,21,No,4,3,3,2,10,No
EMP0451,40,Female,Single,Marketing,Technology,Senior Engineer,3,141691,11807.58,5,0,49,No,2,4,3,2,11,No
EMP0452,42,Male,Married,Computer Science,Technology,Senior Engineer,3,154125,12843.75,18,3,41,No,3,5,3,2,14,No
EMP0453,52,Female,Married,Other,Sales,Sales Representative,1,64207,5350.58,3,1,58,No,4,3,3,2,14,No
EMP0454,31,Male,Divorced,Life Sciences,Sales,Sales Director,5,219735,18311.25,8,7,12,Yes,2,4,2,1,8,Yes
EMP0455,46,Male,Divorced,Life Sciences,Marketing,Brand Manager,3,125002,10416.83,18,1,29,Yes,3,4,3,3,15,No
EMP0456,42,Non-binary,Married,Other,Human Resources,HR Director,5,167892,13991.0,7,5,31,Yes,2,3,2,4,25,Yes
EMP0457,33,Male,Divorced,Other,Finance,Finance Director,5,210266,17522.17,1,0,44,Yes,4,4,4,3,18,No
EMP0458,33,Non-binary,Single,Computer Science,Finance,Finance Manager,5,149135,12427.92,0,0,24,No,4,4,4,2,14,No
EMP0459,36,Female,Married,Marketing,Technology,Tech Lead,4,189716,15809.67,6,0,22,No,4,2,3,2,11,No
EMP0460,58,Non-binary,Divorced,Human Resources,Marketing,Marketing Specialist,2,69202,5766.83,2,0,26,No,4,4,4,2,10,No
EMP0461,56,Non-binary,Married,Other,Marketing,Marketing Director,5,150128,12510.67,13,0,30,No,5,3,4,2,12,No
EMP0462,24,Non-binary,Single,Computer Science,Human Resources,HR Director,5,184892,15407.67,3,2,10,No,3,4,4,4,21,No
EMP0463,49,Female,Single,Life Sciences,Sales,Account Manager,3,96339,8028.25,0,0,40,No,1,4,2,3,15,Yes
EMP0464,43,Female,Married,Human Resources,Sales,Sales Representative,2,65301,5441.75,14,1,50,Yes,2,5,5,3,14,No
EMP0465,25,Male,Single,Marketing,Marketing,Marketing Director,5,154311,12859.25,0,0,53,Yes,1,4,2,2,14,Yes
EMP0466,51,Male,Married,Finance,Marketing,Marketing Coordinator,1,45851,3820.92,14,8,31,No,2,1,4,2,11,No
EMP0467,30,Non-binary,Divorced,Marketing,Human Resources,HR Director,5,181548,15129.0,9,7,21,Yes,3,1,2,4,23,Yes
EMP0468,31,Female,Married,Marketing,Marketing,Brand Manager,3,90529,7544.08,8,2,13,Yes,4,4,1,4,21,No
EMP0469,43,Female,Divorced,Finance,Finance,Finance Manager,5,157099,13091.58,10,4,36,No,2,4,5,2,10,No
EMP0470,36,Male,Divorced,Life Sciences,Sales,Sales Director,5,208141,17345.08,10,6,23,No,2,1,1,2,14,Yes
EMP0471,34,Non-binary,Divorced,Marketing,Technology,Software Engineer,1,88618,7384.83,2,0,26,No,3,4,2,1,7,No
EMP0472,23,Non-binary,Single,Finance,Technology,Tech Lead,5,169993,14166.08,1,0,33,No,4,5,5,4,24,No
EMP0473,26,Female,Single,Life Sciences,Sales,Sales Executive,2,99527,8293.92,2,2,37,No,2,1,2,2,14,Yes
EMP0474,37,Female,Divorced,Marketing,Sales,Sales Director,5,173712,14476.0,2,1,60,No,1,3,2,3,18,Yes
EMP0475,33,Male,Divorced,Marketing,Marketing,Marketing Director,5,196900,16408.33,7,7,27,No,4,4,4,2,11,No
EMP0476,37,Male,Single,Marketing,Finance,Finance Director,5,212445,17703.75,5,2,26,No,2,2,2,2,14,Yes
EMP0477,43,Male,Married,Finance,Finance,Finance Director,5,199085,16590.42,15,5,27,No,2,3,2,2,10,Yes
EMP0478,56,Non-binary,Single,Marketing,Sales,Sales Representative,1,56804,4733.67,1,0,31,Yes,2,3,3,2,14,No
EMP0479,56,Male,Single,Marketing,Human Resources,HR Manager,4,121464,10122.0,12,0,40,No,5,5,4,2,11,No
EMP0480,55,Non-binary,Divorced,Finance,Finance,Finance Manager,5,140517,11709.75,6,3,59,No,3,3,4,1,6,No
EMP0481,30,Male,Divorced,Computer Science,Finance,Finance Manager,4,147469,12289.08,6,5,58,No,4,3,3,1,5,No
EMP0482,31,Male,Divorced,Other,Marketing,Marketing Director,5,174990,14582.5,3,3,14,No,2,2,2,2,12,Yes
EMP0483,57,Female,Single,Other,Marketing,Marketing Director,5,151758,12646.5,5,1,14,No,2,3,2,2,13,Yes
EMP0484,32,Male,Married,Finance,Sales,Sales Representative,1,58710,4892.5,7,1,34,No,2,2,2,2,13,Yes
EMP0485,41,Non-binary,Single,Human Resources,Finance,Finance Manager,4,129351,10779.25,14,1,35,No,2,3,3,2,13,No
EMP0486,27,Male,Divorced,Finance,Human Resources,HR Manager,3,106477,8873.08,3,1,21,No,2,3,2,2,14,Yes
EMP0487,24,Female,Single,Marketing,Marketing,Brand Manager,3,94374,7864.5,1,1,36,No,2,5,2,2,12,Yes
EMP0488,35,Non-binary,Single,Finance,Technology,Software Engineer,1,100271,8355.92,6,2,57,Yes,1,1,2,2,13,Yes
EMP0489,57,Non-binary,Single,Other,Finance,Senior Analyst,3,113293,9441.08,5,1,11,No,2,2,4,2,10,No
EMP0490,31,Male,Married,Life Sciences,Sales,Sales Representative,2,62442,5203.5,3,3,54,Yes,3,3,3,2,12,No
EMP0491,22,Female,Married,Life Sciences,Sales,Account Manager,4,103106,8592.17,0,0,11,No,5,3,2,3,15,No
EMP0492,28,Non-binary,Single,Other,Sales,Sales Representative,1,48528,4044.0,5,2,45,No,4,5,3,2,11,No
EMP0493,44,Male,Single,Computer Science,Finance,Finance Manager,4,133943,11161.92,14,3,14,No,2,4,1,3,17,Yes
EMP0494,28,Non-binary,Divorced,Human Resources,Sales,Account Manager,4,129312,10776.0,5,5,54,Yes,5,4,2,3,16,No
EMP0495,52,Female,Married,Computer Science,Marketing,Marketing Director,5,175059,14588.25,16,3,42,No,5,3,3,3,16,No
EMP0496,49,Female,Divorced,Computer Science,Technology,Senior Engineer,3,134438,11203.17,6,1,34,Yes,1,5,2,3,16,Yes
EMP0497,24,Non-binary,Married,Other,Human Resources,HR Associate,1,58855,4904.58,2,0,23,No,5,4,3,3,15,No
EMP0498,46,Non-binary,Married,Life Sciences,Finance,Financial Analyst,1,81110,6759.17,2,0,13,No,2,3,2,2,11,Yes
EMP0499,51,Male,Single,Other,Sales,Sales Executive,2,91316,7609.67,9,4,46,Yes,2,3,2,4,24,Yes
EMP0500,49,Non-binary,Divorced,Other,Finance,Senior Analyst,4,126588,10549.0,0,0,58,No,4,4,5,2,11,No
EMP0501,33,Male,Married,Finance,Human Resources,HR Director,5,168561,14046.75,6,4,48,No,2,4,2,4,18,Yes
EMP0502,45,Male,Married,Finance,Finance,Finance Manager,4,140172,11681.0,20,1,36,No,5,2,5,2,13,No
EMP0503,44,Non-binary,Divorced,Finance,Human Resources,HR Associate,1,61894,5157.83,7,3,40,Yes,3,4,3,3,16,No
EMP0504,31,Male,Single,Human Resources,Marketing,Marketing Specialist,2,68024,5668.67,10,6,35,No,5,2,5,3,15,No
EMP0505,38,Non-binary,Married,Human Resources,Marketing,Marketing Director,5,188409,15700.75,9,6,58,No,4,2,4,3,16,No
EMP0506,39,Non-binary,Single,Other,Finance,Finance Manager,4,131036,10919.67,15,0,16,Yes,2,3,2,2,12,Yes
EMP0507,53,Female,Divorced,Computer Science,Finance,Senior Analyst,3,98865,8238.75,5,1,26,No,2,3,2,2,11,Yes
EMP0508,29,Male,Single,Marketing,Technology,QA Analyst,1,70898,5908.17,1,0,13,Yes,5,4,4,2,10,No
EMP0509,55,Male,Married,Finance,Human Resources,HR Director,5,172056,14338.0,11,5,30,No,5,4,3,2,12,No
EMP0510,28,Female,Married,Other,Finance,Senior Analyst,3,103054,8587.83,4,1,33,No,4,4,3,3,14,No
EMP0511,42,Female,Divorced,Marketing,Technology,Tech Lead,4,165306,13775.5,19,7,35,No,4,3,5,4,25,No
EMP0512,28,Non-binary,Married,Marketing,Marketing,Marketing Specialist,3,82041,6836.75,0,0,18,No,1,4,2,4,25,Yes
EMP0513,29,Male,Divorced,Human Resources,Sales,Sales Executive,2,80861,6738.42,1,1,55,Yes,5,3,3,3,17,No
EMP0514,29,Non-binary,Single,Human Resources,Finance,Financial Analyst,2,75905,6325.42,3,0,51,Yes,4,4,3,3,17,No
EMP0515,36,Male,Single,Marketing,Technology,Software Engineer,1,108810,9067.5,6,5,17,No,2,3,2,3,16,Yes
EMP0516,46,Male,Married,Marketing,Sales,Sales Executive,2,75602,6300.17,17,7,30,Yes,4,4,2,3,15,Yes
EMP0517,24,Non-binary,Married,Marketing,Marketing,Marketing Coordinator,1,63807,5317.25,3,1,41,Yes,5,1,4,3,15,No
EMP0518,25,Female,Married,Other,Finance,Finance Manager,5,163204,13600.33,1,0,45,No,3,3,3,2,10,No
EMP0519,40,Male,Divorced,Life Sciences,Marketing,Marketing Director,5,156377,13031.42,4,2,58,No,4,1,5,2,11,No
EMP0520,50,Non-binary,Married,Marketing,Sales,Sales Executive,2,87822,7318.5,20,0,33,No,3,4,5,2,13,No
EMP0521,32,Female,Single,Marketing,Finance,Senior Analyst,4,102690,8557.5,8,5,47,No,2,4,3,2,13,No
EMP0522,33,Non-binary,Divorced,Finance,Technology,Department Director,5,236681,19723.42,10,6,27,No,3,1,2,2,14,No
EMP0523,58,Non-binary,Married,Marketing,Technology,QA Analyst,1,70865,5905.42,20,6,29,No,1,1,5,3,15,Yes
EMP0524,47,Non-binary,Divorced,Human Resources,Finance,Financial Analyst,1,84160,7013.33,17,1,58,No,2,4,2,2,11,Yes
EMP0525,42,Female,Single,Life Sciences,Marketing,Marketing Specialist,2,67877,5656.42,17,4,58,Yes,2,3,2,2,10,Yes
EMP0526,55,Male,Divorced,Human Resources,Finance,Senior Analyst,3,115508,9625.67,16,5,48,No,2,2,4,2,11,Yes
EMP0527,35,Female,Divorced,Human Resources,Sales,Account Manager,3,117657,9804.75,1,1,26,Yes,5,3,2,2,11,No
EMP0528,26,Non-binary,Divorced,Marketing,Sales,Account Manager,3,123516,10293.0,4,1,36,No,3,4,3,4,21,No
EMP0529,29,Non-binary,Single,Other,Marketing,Marketing Director,5,154322,12860.17,5,5,15,No,3,3,4,2,10,Yes
EMP0530,36,Male,Single,Computer Science,Sales,Account Manager,3,122087,10173.92,3,2,54,No,3,3,2,1,7,No
EMP0531,46,Female,Married,Other,Marketing,Marketing Director,5,181251,15104.25,18,2,26,Yes,3,2,2,3,14,No
EMP0532,45,Non-binary,Single,Other,Marketing,Marketing Director,5,196319,16359.92,14,2,38,No,4,3,3,2,11,No
EMP0533,27,Male,Married,Marketing,Technology,Software Engineer,1,85731,7144.25,0,0,20,No,1,3,5,3,14,No
EMP0534,49,Non-binary,Divorced,Other,Sales,Sales Director,5,192624,16052.0,16,8,54,Yes,1,2,4,2,14,No
EMP0535,37,Non-binary,Divorced,Human Resources,Marketing,Marketing Coordinator,1,50522,4210.17,16,3,21,Yes,3,3,4,2,12,No
EMP0536,43,Non-binary,Single,Human Resources,Technology,Tech Lead,4,169237,14103.08,8,3,10,No,3,3,3,4,18,No
EMP0537,53,Female,Married,Computer Science,Marketing,Marketing Director,5,171531,14294.25,9,5,16,Yes,4,2,3,2,10,No
EMP0538,31,Male,Single,Finance,Technology,Senior Engineer,4,131392,10949.33,3,3,35,Yes,2,4,2,4,25,Yes
EMP0539,49,Female,Married,Other,Sales,Sales Representative,1,46319,3859.92,4,3,36,No,2,2,2,2,12,Yes
EMP0540,53,Non-binary,Divorced,Life Sciences,Human Resources,HR Director,5,182889,15240.75,12,2,17,No,4,2,3,1,6,No
EMP0541,43,Male,Divorced,Other,Technology,Department Director,5,211469,17622.42,9,4,41,Yes,3,4,4,2,10,No
EMP0542,37,Non-binary,Married,Life Sciences,Finance,Financial Analyst,2,81460,6788.33,5,1,47,No,2,2,3,2,11,No
EMP0543,49,Female,Divorced,Life Sciences,Technology,Software Engineer,1,104404,8700.33,9,3,24,Yes,3,3,4,2,12,No
EMP0544,48,Female,Married,Computer Science,Sales,Sales Representative,1,66640,5553.33,10,3,28,Yes,2,2,1,2,12,Yes
EMP0545,57,Female,Married,Marketing,Human Resources,HR Manager,3,113084,9423.67,6,4,34,Yes,2,4,2,4,21,Yes
EMP0546,28,Female,Divorced,Human Resources,Human Resources,HR Manager,4,108238,9019.83,2,0,18,Yes,2,3,3,4,23,No
EMP0547,50,Non-binary,Divorced,Computer Science,Finance,Financial Analyst,1,82162,6846.83,16,0,20,No,4,2,1,2,11,No
EMP0548,47,Male,Divorced,Human Resources,Marketing,Marketing Coordinator,1,61688,5140.67,12,8,59,No,4,3,1,2,14,No
EMP0549,54,Male,Divorced,Other,Marketing,Brand Manager,3,104439,8703.25,9,4,45,Yes,1,3,2,4,22,Yes
EMP0550,25,Non-binary,Single,Life Sciences,Marketing,Marketing Coordinator,1,56385,4698.75,4,2,30,Yes,3,3,3,3,16,No
EMP0551,22,Male,Single,Other,Human Resources,HR Specialist,2,68512,5709.33,0,0,56,No,2,4,2,3,18,Yes
EMP0552,42,Male,Single,Human Resources,Finance,Senior Analyst,3,123436,10286.33,11,2,40,Yes,2,2,4,2,11,No
EMP0553,23,Male,Single,Life Sciences,Finance,Senior Analyst,3,99721,8310.08,1,0,39,No,5,2,3,3,14,No
EMP0554,46,Male,Single,Computer Science,Technology,Software Engineer,1,75478,6289.83,8,2,50,No,4,1,4,2,12,No
EMP0555,27,Female,Single,Finance,Marketing,Marketing Director,5,203442,16953.5,1,1,31,No,2,3,3,2,10,No
EMP0556,28,Non-binary,Married,Computer Science,Marketing,Marketing Director,5,159295,13274.58,0,0,24,Yes,3,2,4,3,17,No
EMP0557,29,Male,Single,Computer Science,Sales,Sales Representative,2,54234,4519.5,5,0,49,Yes,3,5,2,2,13,No
EMP0558,33,Non-binary,Married,Life Sciences,Human Resources,HR Manager,3,101810,8484.17,4,3,52,No,3,5,4,3,15,No
EMP0559,31,Male,Single,Finance,Finance,Finance Director,5,228388,19032.33,1,0,46,No,4,2,3,2,13,No
EMP0560,53,Male,Married,Other,Finance,Finance Manager,4,162857,13571.42,7,6,36,No,3,3,3,2,10,No
EMP0561,48,Non-binary,Divorced,Other,Sales,Sales Representative,1,45093,3757.75,6,6,11,Yes,2,2,1,2,11,Yes
EMP0562,57,Male,Single,Life Sciences,Sales,Sales Representative,2,48841,4070.08,4,3,56,Yes,4,3,3,2,14,No
EMP0563,23,Female,Married,Life Sciences,Technology,Senior Engineer,3,152301,12691.75,1,0,58,Yes,4,4,4,2,12,No
EMP0564,22,Male,Single,Life Sciences,Technology,Software Engineer,1,81375,6781.25,0,0,10,Yes,2,5,2,2,14,Yes
EMP0565,49,Female,Married,Computer Science,Marketing,Marketing Director,5,158200,13183.33,6,3,49,Yes,2,4,2,2,13,Yes
EMP0566,47,Male,Single,Computer Science,Human Resources,HR Director,5,162761,13563.42,8,1,16,Yes,2,4,1,2,10,Yes
EMP0567,41,Female,Divorced,Life Sciences,Technology,Senior Engineer,3,152363,12696.92,18,0,46,No,3,1,2,2,12,No
EMP0568,47,Non-binary,Single,Marketing,Finance,Finance Manager,5,164216,13684.67,3,2,36,No,3,3,4,1,8,No
EMP0569,24,Male,Single,Life Sciences,Finance,Financial Analyst,2,68056,5671.33,1,0,53,No,4,2,5,2,14,No
EMP0570,43,Male,Single,Marketing,Human Resources,HR Manager,3,123239,10269.92,1,1,25,Yes,3,1,1,2,10,Yes
EMP0571,57,Female,Married,Computer Science,Finance,Finance Manager,4,139372,11614.33,5,0,27,No,3,1,4,2,13,No
EMP0572,50,Non-binary,Single,Computer Science,Marketing,Marketing Director,5,152594,12716.17,11,4,35,No,4,4,3,2,14,No
EMP0573,45,Female,Divorced,Finance,Marketing,Marketing Director,5,167224,13935.33,1,0,57,No,2,4,2,2,13,Yes
EMP0574,26,Female,Married,Finance,Technology,Tech Lead,4,185069,15422.42,3,0,15,Yes,1,5,2,2,10,Yes
EMP0575,53,Female,Divorced,Other,Finance,Financial Analyst,1,66254,5521.17,17,2,40,Yes,1,4,4,2,12,No
EMP0576,52,Female,Single,Life Sciences,Technology,Department Director,5,197684,16473.67,8,2,15,Yes,2,2,3,2,11,No
EMP0577,38,Female,Single,Computer Science,Finance,Finance Manager,5,139457,11621.42,5,1,32,No,3,3,4,4,24,No
EMP0578,58,Male,Single,Human Resources,Marketing,Marketing Specialist,2,86887,7240.58,18,2,30,No,4,4,4,3,14,No
EMP0579,51,Female,Married,Marketing,Technology,Department Director,5,197223,16435.25,16,0,38,No,4,4,4,2,10,No
EMP0580,34,Male,Divorced,Human Resources,Sales,Sales Director,5,174164,14513.67,5,1,22,No,3,1,4,1,7,No
EMP0581,29,Non-binary,Married,Other,Finance,Finance Director,5,201895,16824.58,5,2,44,No,5,3,5,2,12,No
EMP0582,32,Non-binary,Married,Finance,Human Resources,HR Director,5,191556,15963.0,4,4,16,No,4,2,4,3,17,Yes
EMP0583,56,Female,Divorced,Finance,Marketing,Marketing Coordinator,1,58783,4898.58,6,1,59,No,3,2,3,2,13,No
EMP0584,47,Female,Married,Life Sciences,Marketing,Brand Manager,3,107334,8944.5,9,6,53,Yes,5,3,1,2,14,No
EMP0585,42,Male,Single,Human Resources,Finance,Senior Analyst,3,120648,10054.0,6,4,51,No,1,5,3,4,24,No
EMP0586,33,Male,Married,Human Resources,Sales,Sales Director,5,175136,14594.67,1,0,42,Yes,2,3,3,3,15,No
EMP0587,35,Female,Single,Computer Science,Finance,Financial Analyst,1,84440,7036.67,2,0,49,No,5,1,3,3,15,No
EMP0588,44,Female,Single,Other,Sales,Account Manager,3,106072,8839.33,12,4,52,Yes,1,2,1,3,14,Yes
EMP0589,28,Female,Married,Marketing,Sales,Sales Representative,1,56842,4736.83,3,3,16,Yes,1,1,5,3,17,No
EMP0590,50,Female,Single,Marketing,Technology,Senior Engineer,3,156367,13030.58,19,0,17,No,5,3,3,2,11,No
EMP0591,38,Female,Single,Human Resources,Technology,QA Analyst,1,71768,5980.67,4,1,33,Yes,1,3,1,4,22,Yes
EMP0592,27,Male,Divorced,Human Resources,Human Resources,HR Director,5,198837,16569.75,6,3,37,No,3,2,2,3,16,No
EMP0593,28,Non-binary,Divorced,Marketing,Sales,Sales Executive,3,106970,8914.17,6,3,37,No,3,3,2,2,11,No
EMP0594,45,Non-binary,Single,Finance,Sales,Sales Representative,2,53292,4441.0,18,6,28,No,4,5,3,2,10,No
EMP0595,42,Male,Single,Marketing,Sales,Sales Representative,1,57178,4764.83,11,2,59,Yes,1,4,4,2,12,No
EMP0596,57,Female,Married,Marketing,Marketing,Marketing Specialist,2,68372,5697.67,17,4,55,No,4,4,2,3,17,No
EMP0597,49,Male,Married,Life Sciences,Sales,Sales Representative,2,61339,5111.58,1,1,36,Yes,3,4,3,1,5,No
EMP0598,58,Female,Married,Marketing,Sales,Sales Director,5,162425,13535.42,17,8,12,Yes,1,3,3,2,12,No
EMP0599,47,Female,Divorced,Marketing,Finance,Financial Analyst,1,87821,7318.42,14,7,51,No,2,3,3,1,5,No
EMP0600,30,Female,Married,Other,Finance,Senior Analyst,3,107527,8960.58,5,4,10,No,2,3,2,2,12,Yes
EMP0601,46,Male,Divorced,Life Sciences,Sales,Sales Director,5,167857,13988.08,4,2,19,No,4,5,3,2,10,No
EMP0602,37,Non-binary,Married,Other,Finance,Finance Manager,4,151634,12636.17,7,1,26,No,4,3,4,2,11,No
EMP0603,26,Male,Single,Life Sciences,Technology,Senior Engineer,3,140235,11686.25,1,1,16,Yes,4,4,3,4,25,No
EMP0604,54,Female,Single,Life Sciences,Human Resources,HR Director,5,179650,14970.83,19,8,22,No,2,3,2,2,14,No
EMP0605,31,Male,Single,Other,Technology,Senior Engineer,3,145202,12100.17,2,1,11,No,3,3,2,2,12,No
EMP0606,31,Male,Divorced,Finance,Marketing,Brand Manager,3,107864,8988.67,5,0,13,No,4,3,3,2,14,No
EMP0607,53,Non-binary,Married,Computer Science,Technology,Senior Engineer,4,129390,10782.5,3,0,12,No,2,3,3,3,17,No
EMP0608,28,Female,Divorced,Other,Human Resources,HR Director,5,163481,13623.42,2,0,32,No,4,3,1,2,14,No
EMP0609,41,Non-binary,Single,Life Sciences,Human Resources,HR Associate,1,58884,4907.0,14,2,10,No,3,1,5,3,15,No
EMP0610,22,Non-binary,Married,Finance,Marketing,Marketing Coordinator,1,53110,4425.83,1,0,12,No,3,5,4,2,11,No
EMP0611,28,Female,Married,Other,Human Resources,HR Director,5,182156,15179.67,5,4,26,No,3,3,4,2,12,No
EMP0612,52,Female,Married,Other,Marketing,Marketing Coordinator,1,58445,4870.42,7,2,32,No,2,4,5,2,10,Yes
EMP0613,28,Male,Divorced,Other,Marketing,Marketing Director,5,207415,17284.58,2,1,53,No,2,4,2,2,11,Yes
EMP0614,43,Non-binary,Single,Finance,Finance,Finance Manager,4,120546,10045.5,15,2,39,No,3,3,3,2,13,No
EMP0615,40,Female,Married,Computer Science,Sales,Account Manager,4,98089,8174.08,1,1,29,Yes,3,4,1,3,18,No
EMP0616,57,Female,Single,Other,Human Resources,HR Specialist,3,74446,6203.83,13,1,28,Yes,2,3,3,2,10,No
EMP0617,41,Non-binary,Married,Life Sciences,Marketing,Marketing Director,5,194493,16207.75,10,2,53,No,3,3,2,2,12,No
EMP0618,51,Non-binary,Single,Finance,Finance,Financial Analyst,1,79480,6623.33,10,8,53,No,3,3,3,2,10,No
EMP0619,23,Male,Single,Life Sciences,Marketing,Brand Manager,4,128032,10669.33,2,1,18,No,4,4,1,3,15,No
EMP0620,22,Male,Divorced,Finance,Technology,Software Engineer,1,77015,6417.92,1,0,28,No,4,4,2,2,14,No
EMP0621,25,Non-binary,Single,Human Resources,Sales,Sales Director,5,168939,14078.25,1,0,29,No,2,5,2,3,15,Yes
EMP0622,29,Non-binary,Single,Life Sciences,Sales,Sales Representative,1,61574,5131.17,7,6,13,No,3,3,2,2,14,No
EMP0623,50,Non-binary,Divorced,Computer Science,Finance,Senior Analyst,3,107111,8925.92,4,1,20,No,4,3,3,2,10,No
EMP0624,53,Male,Divorced,Marketing,Finance,Finance Director,5,220721,18393.42,3,3,36,No,2,3,2,2,14,Yes
EMP0625,50,Female,Married,Life Sciences,Finance,Finance Director,5,193147,16095.58,0,0,20,No,4,3,3,3,17,No
EMP0626,33,Non-binary,Single,Marketing,Marketing,Brand Manager,3,99177,8264.75,4,2,35,Yes,3,3,4,2,14,No
EMP0627,55,Male,Single,Other,Human Resources,HR Manager,3,121461,10121.75,2,0,11,No,2,2,2,4,25,Yes
EMP0628,37,Female,Single,Other,Finance,Finance Director,5,179218,14934.83,1,1,17,Yes,2,3,2,1,6,Yes
EMP0629,46,Female,Divorced,Human Resources,Marketing,Marketing Specialist,2,81092,6757.67,14,4,24,Yes,2,4,4,2,10,Yes
EMP0630,22,Male,Married,Human Resources,Marketing,Marketing Coordinator,1,62306,5192.17,1,0,23,No,3,3,3,2,11,No
EMP0631,50,Male,Divorced,Finance,Technology,QA Analyst,1,80637,6719.75,16,4,16,Yes,2,4,2,4,22,Yes
EMP0632,32,Male,Single,Human Resources,Marketing,Marketing Specialist,3,85029,7085.75,8,4,35,No,3,4,3,4,22,No
EMP0633,24,Male,Married,Marketing,Sales,Account Manager,4,93892,7824.33,1,0,45,No,3,4,5,2,13,Yes
EMP0634,24,Male,Single,Finance,Marketing,Marketing Coordinator,2,60688,5057.33,1,1,56,Yes,1,3,2,2,11,Yes
EMP0635,34,Non-binary,Divorced,Finance,Technology,QA Analyst,1,67685,5640.42,12,6,54,Yes,2,3,2,3,16,Yes
EMP0636,25,Female,Single,Computer Science,Marketing,Marketing Coordinator,1,62570,5214.17,4,0,10,No,2,1,1,2,12,Yes
EMP0637,37,Male,Single,Human Resources,Finance,Finance Director,5,218095,18174.58,3,0,14,No,3,3,4,2,11,No
EMP0638,41,Male,Divorced,Marketing,Sales,Account Manager,3,125482,10456.83,16,1,13,Yes,3,5,3,4,21,No
EMP0639,57,Female,Single,Marketing,Sales,Sales Representative,2,67883,5656.92,14,7,17,Yes,2,3,2,4,18,Yes
EMP0640,53,Female,Married,Finance,Finance,Financial Analyst,1,77429,6452.42,5,5,37,No,4,1,4,4,23,No
EMP0641,38,Non-binary,Single,Computer Science,Human Resources,HR Director,5,178019,14834.92,1,0,45,No,4,4,4,4,25,No
EMP0642,58,Non-binary,Married,Life Sciences,Finance,Finance Director,5,223865,18655.42,7,2,10,No,4,3,5,3,16,No
EMP0643,47,Female,Divorced,Marketing,Human Resources,HR Manager,3,134845,11237.08,0,0,17,No,4,4,4,2,10,No
EMP0644,51,Female,Married,Finance,Marketing,Marketing Specialist,2,83991,6999.25,2,1,49,No,5,3,3,3,16,No
EMP0645,30,Female,Divorced,Life Sciences,Sales,Sales Representative,1,66449,5537.42,0,0,21,No,4,4,1,3,14,No
EMP0646,38,Male,Single,Other,Human Resources,HR Associate,1,59459,4954.92,3,0,42,No,3,3,3,2,13,No
EMP0647,49,Male,Single,Computer Science,Human Resources,HR Manager,3,121747,10145.58,20,5,40,No,3,1,3,2,11,No
