EmployeeID,Department,Role,Age,TenureYears,AnnualSalary,OverTime,MonthsSincePromotion,SatisfactionScore,WorkLifeBalance,PerformanceRating,Status
EMP00577,Customer Support,Support Lead,43,5.6,640000.0,No,28,4.8,3.4,2.5,Active
EMP00578,Operations,Process Lead,27,3.7,676000.0,Yes,27,3.8,2.2,3.1,Active
EMP00579,Customer Support,Support Associate,30,2.3,521000.0,No,57,5.0,1.7,2.4,Active
EMP00580,Engineering,Senior Engineer,37,5.5,1350000.0,Yes,13,3.3,3.9,3.9,Active
EMP00581,Operations,Process Lead,59,6.2,716000.0,No,20,2.9,3.2,3.6,Resigned
EMP00582,Operations,Ops Analyst,39,7.7,776000.0,Yes,2,5.0,1.1,4.2,Active
EMP00583,Sales,Sales Manager,47,1.6,737000.0,No,10,2.9,2.5,2.1,Active
EMP00584,Engineering,Engineering Manager,46,7.0,1392000.0,Yes,59,3.2,1.6,4.5,Active
EMP00585,Customer Support,Support Manager,37,2.4,627000.0,No,51,4.0,3.2,2.1,Active
EMP00586,Finance,Accountant,27,3.6,878000.0,No,16,2.3,3.5,2.4,Active
EMP00587,Sales,Sales Manager,44,4.1,704000.0,No,43,4.0,2.8,2.8,Active
EMP00588,Engineering,Engineering Manager,24,6.6,1341000.0,Yes,36,3.9,3.4,4.1,Active
EMP00589,Sales,Sales Manager,48,5.1,884000.0,No,55,4.5,3.4,3.4,Active
EMP00590,Sales,Account Manager,36,2.3,660000.0,No,19,4.2,4.3,3.0,Active
EMP00591,Customer Support,Support Lead,21,0.3,496000.0,No,60,4.6,3.0,2.6,Active
EMP00592,Operations,Ops Manager,33,4.4,690000.0,No,23,3.3,5.0,2.2,Active
EMP00593,Engineering,Software Engineer,40,3.4,1262000.0,No,44,2.6,2.8,4.0,Active
EMP00594,Operations,Process Lead,32,0.9,696000.0,No,24,5.0,2.5,3.8,Active
EMP00595,Sales,Sales Manager,41,3.8,781000.0,No,41,2.0,2.4,4.1,Active
EMP00596,Engineering,Senior Engineer,28,3.1,1284000.0,No,21,2.1,3.1,3.5,Active
EMP00597,Finance,Financial Analyst,26,7.6,1249000.0,Yes,51,3.9,1.2,1.4,Active
EMP00598,Finance,Accountant,37,10.6,1067000.0,No,39,4.9,3.6,2.3,Active
EMP00599,Customer Support,Support Lead,36,6.1,630000.0,Yes,18,3.6,1.0,3.5,Active
EMP00600,Finance,Accountant,32,2.9,907000.0,No,58,4.3,3.4,2.9,Active
EMP00601,Operations,Process Lead,45,3.3,629000.0,No,43,1.6,2.1,2.8,Active
EMP00602,HR,HR Manager,27,1.5,578000.0,Yes,26,3.0,2.4,2.4,Active
EMP00603,Customer Support,Support Manager,37,1.8,494000.0,No,9,1.7,3.8,3.9,Active
EMP00604,Finance,Finance Manager,35,2.8,995000.0,No,59,4.1,5.0,3.5,Active
EMP00605,Customer Support,Support Manager,22,2.6,540000.0,Yes,46,2.0,1.7,3.6,Active
EMP00606,HR,Recruiter,23,0.9,625000.0,Yes,41,2.2,2.6,2.8,Active
EMP00607,Customer Support,Support Lead,37,7.7,678000.0,No,50,3.9,2.6,3.3,Active
EMP00608,Sales,Account Manager,53,8.4,870000.0,No,37,4.4,2.5,2.3,Active
EMP00609,Finance,Accountant,41,7.5,1206000.0,No,14,3.3,2.7,3.1,Active
EMP00610,Operations,Process Lead,23,8.6,773000.0,No,15,3.9,4.0,1.4,Active
EMP00611,Operations,Ops Manager,21,12.7,832000.0,Yes,5,3.9,2.3,2.1,Active
EMP00612,Finance,Accountant,40,1.5,784000.0,Yes,4,3.2,4.7,3.0,Active
EMP00613,Customer Support,Support Associate,38,12.3,811000.0,No,44,2.4,3.7,4.9,Active
EMP00614,Customer Support,Support Manager,44,2.3,520000.0,No,52,3.9,2.4,1.9,Active
EMP00615,Engineering,Senior Engineer,28,4.9,1069000.0,No,10,4.0,3.0,2.3,Active
EMP00616,Finance,Accountant,37,0.6,735000.0,No,35,4.2,2.6,3.4,Active
EMP00617,HR,Recruiter,41,2.0,569000.0,No,8,3.7,4.0,4.4,Active
EMP00618,Engineering,Software Engineer,32,6.2,1110000.0,No,25,2.3,1.8,3.3,Active
EMP00619,Sales,Account Manager,32,5.1,858000.0,Yes,48,4.0,1.5,3.7,Active
EMP00620,Sales,Sales Manager,35,2.3,655000.0,No,49,3.4,2.8,3.0,Active
EMP00621,HR,Recruiter,39,3.3,617000.0,Yes,57,3.0,3.3,2.8,Active
EMP00622,Operations,Ops Analyst,34,1.9,697000.0,No,19,3.1,4.4,3.3,Active
EMP00623,Customer Support,Support Lead,44,6.2,703000.0,No,57,2.8,4.5,2.7,Active
EMP00624,Operations,Ops Analyst,33,8.0,825000.0,No,48,4.2,3.8,3.7,Active
EMP00625,Customer Support,Support Lead,24,1.6,499000.0,No,21,2.1,3.2,2.1,Active
EMP00626,Engineering,Senior Engineer,51,3.0,1036000.0,No,20,2.5,4.0,3.8,Resigned
EMP00627,HR,HR Generalist,29,0.8,655000.0,No,7,3.1,2.3,3.2,Active
EMP00628,Sales,Sales Manager,30,3.7,721000.0,No,56,4.9,1.6,3.0,Active
EMP00629,Operations,Ops Analyst,35,4.5,690000.0,Yes,13,4.3,3.1,2.0,Active
EMP00630,HR,HR Manager,36,3.9,668000.0,No,17,1.9,2.4,2.5,Active
EMP00631,Customer Support,Support Manager,32,4.3,548000.0,No,25,4.6,3.2,4.0,Active
EMP00632,HR,HR Generalist,34,2.8,576000.0,Yes,9,4.6,2.8,3.1,Resigned
EMP00633,Sales,Account Manager,34,2.8,667000.0,No,49,2.3,3.5,3.4,Active
EMP00634,Engineering,Software Engineer,36,2.7,1150000.0,Yes,42,1.1,3.5,2.6,Resigned
EMP00635,Sales,Sales Executive,21,2.0,752000.0,Yes,10,3.3,3.4,3.2,Resigned
EMP00636,Sales,Sales Manager,49,2.2,769000.0,No,10,4.4,3.5,2.2,Resigned
EMP00637,Finance,Finance Manager,34,4.4,1026000.0,No,2,4.8,2.9,3.3,Active
EMP00638,Finance,Financial Analyst,41,7.7,1039000.0,No,57,2.6,3.4,3.5,Active
EMP00639,HR,HR Generalist,23,1.3,667000.0,Yes,27,5.0,2.2,3.4,Active
EMP00640,Customer Support,Support Associate,31,2.8,600000.0,Yes,40,1.4,2.5,2.6,Active
EMP00641,Finance,Accountant,29,1.1,873000.0,Yes,9,3.1,5.0,3.0,Active
EMP00642,HR,HR Generalist,46,2.0,657000.0,Yes,14,3.0,2.9,3.6,Active
EMP00643,Sales,Sales Executive,30,2.3,708000.0,No,33,4.4,3.7,3.1,Active
EMP00644,Engineering,Senior Engineer,41,3.5,1075000.0,No,13,4.6,2.7,3.0,Active
EMP00645,Finance,Financial Analyst,30,3.4,882000.0,No,37,4.3,4.2,4.5,Active
EMP00646,Customer Support,Support Manager,31,3.0,498000.0,No,56,2.2,4.0,2.5,Active
EMP00647,Sales,Sales Manager,33,4.1,798000.0,No,19,4.2,4.0,4.0,Active
EMP00648,Operations,Process Lead,44,1.4,561000.0,Yes,37,3.9,2.9,2.4,Active
EMP00649,Finance,Financial Analyst,21,3.5,772000.0,Yes,55,1.9,3.6,3.7,Resigned
EMP00650,Sales,Sales Manager,25,5.2,963000.0,No,54,1.5,4.4,3.7,Active
EMP00651,Engineering,Engineering Manager,21,1.4,1088000.0,No,1,4.3,3.6,2.8,Active
EMP00652,Customer Support,Support Associate,25,0.5,504000.0,No,7,3.2,3.2,2.3,Active
EMP00653,Finance,Finance Manager,29,6.2,980000.0,No,60,2.2,4.1,1.8,Active
EMP00654,Engineering,Senior Engineer,21,1.1,1034000.0,No,56,3.2,2.5,2.8,Active
EMP00655,Customer Support,Support Manager,28,1.9,598000.0,Yes,20,3.7,2.1,3.6,Active
EMP00656,Engineering,Senior Engineer,21,5.1,1297000.0,Yes,32,3.3,2.7,2.4,Active
EMP00657,Customer Support,Support Manager,26,1.3,533000.0,Yes,35,2.0,1.1,3.3,Active
EMP00658,Engineering,Software Engineer,45,5.9,1271000.0,No,41,5.0,4.0,2.2,Active
EMP00659,Operations,Ops Manager,37,1.7,631000.0,No,46,4.3,2.4,3.0,Active
EMP00660,Engineering,Software Engineer,36,1.5,1097000.0,No,23,3.1,2.9,2.4,Active
EMP00661,Engineering,Software Engineer,26,1.1,1159000.0,Yes,54,3.1,2.5,3.1,Active
EMP00662,Customer Support,Support Associate,22,1.7,517000.0,No,4,3.7,3.3,2.8,Active
EMP00663,Sales,Account Manager,26,4.6,803000.0,No,2,2.4,3.0,2.4,Resigned
EMP00664,Sales,Sales Executive,34,1.9,708000.0,No,58,3.7,3.2,2.7,Resigned
EMP00665,Engineering,Engineering Manager,43,6.2,1274000.0,No,11,2.2,3.2,2.5,Active
EMP00666,Finance,Accountant,42,3.1,1020000.0,Yes,60,3.3,2.3,2.3,Resigned
EMP00667,HR,HR Manager,40,3.3,700000.0,Yes,18,2.3,2.0,4.0,Active
EMP00668,Customer Support,Support Manager,28,1.5,501000.0,No,22,2.4,4.3,2.9,Active
EMP00669,Engineering,Software Engineer,36,6.8,1286000.0,No,2,4.9,1.4,1.7,Active
EMP00670,Engineering,Software Engineer,33,5.2,1221000.0,No,57,3.5,3.1,2.8,Active
EMP00671,Sales,Account Manager,34,5.1,731000.0,No,22,3.6,2.9,3.8,Resigned
EMP00672,Operations,Ops Manager,51,2.7,703000.0,No,11,1.6,3.7,2.7,Active
EMP00673,Customer Support,Support Associate,21,0.9,553000.0,No,30,2.9,2.0,4.2,Active
EMP00674,Finance,Finance Manager,33,3.5,951000.0,Yes,10,3.8,2.3,2.6,Active
EMP00675,Operations,Ops Manager,45,4.5,693000.0,Yes,48,3.6,2.6,3.6,Active
EMP00676,Engineering,Engineering Manager,24,4.5,1289000.0,No,5,1.5,4.3,3.9,Active
EMP00677,Customer Support,Support Associate,30,4.1,637000.0,No,30,3.6,3.6,3.5,Active
EMP00678,Operations,Process Lead,31,3.9,688000.0,Yes,24,3.7,1.6,2.2,Resigned
EMP00679,Sales,Sales Executive,32,1.7,743000.0,Yes,3,4.6,2.3,2.5,Active
EMP00680,Engineering,Senior Engineer,21,1.8,1088000.0,Yes,4,2.8,3.5,4.0,Active
EMP00681,Sales,Account Manager,39,1.1,764000.0,Yes,32,1.4,1.6,2.6,Active
EMP00682,Sales,Sales Manager,41,6.2,794000.0,Yes,24,2.5,2.6,3.9,Resigned
EMP00683,Sales,Sales Executive,42,10.3,945000.0,Yes,8,2.4,2.7,2.9,Active
EMP00684,Operations,Ops Analyst,33,17.0,956000.0,No,9,4.1,3.0,3.3,Active
EMP00685,Finance,Accountant,36,3.6,787000.0,No,49,1.0,5.0,2.2,Active
EMP00686,Engineering,Senior Engineer,28,4.0,1148000.0,No,44,3.0,2.9,2.8,Active
EMP00687,Operations,Ops Analyst,32,2.7,757000.0,No,37,4.7,3.7,2.6,Active
EMP00688,Customer Support,Support Associate,52,3.6,522000.0,Yes,51,3.4,2.0,3.4,Active
EMP00689,HR,HR Generalist,35,1.3,586000.0,No,5,4.2,3.8,3.3,Active
EMP00690,Operations,Ops Manager,25,2.7,800000.0,No,42,1.9,4.1,3.5,Active
EMP00691,Engineering,Senior Engineer,36,1.5,1037000.0,No,46,2.0,2.8,2.9,Active
EMP00692,Customer Support,Support Lead,24,2.4,549000.0,Yes,13,4.7,2.7,2.5,Resigned
EMP00693,Engineering,Engineering Manager,25,1.7,1065000.0,No,33,3.5,2.5,3.3,Active
EMP00694,Engineering,Software Engineer,27,4.5,1093000.0,No,47,3.5,2.3,2.5,Resigned
EMP00695,Customer Support,Support Manager,32,4.9,555000.0,No,37,2.4,4.2,4.0,Active
EMP00696,Operations,Process Lead,43,3.9,780000.0,Yes,15,3.5,2.2,3.1,Active
EMP00697,HR,HR Generalist,39,1.8,590000.0,No,40,2.4,1.1,3.0,Active
EMP00698,Operations,Ops Analyst,38,1.0,596000.0,No,46,4.5,4.9,3.5,Active
EMP00699,Finance,Financial Analyst,27,4.9,834000.0,No,1,5.0,2.6,3.1,Active
EMP00700,Engineering,Software Engineer,30,3.1,1244000.0,Yes,35,3.8,2.5,2.0,Active
EMP00701,Engineering,Senior Engineer,36,0.5,841000.0,No,31,2.8,4.8,2.5,Active
EMP00702,Engineering,Software Engineer,30,3.4,1230000.0,No,23,1.1,3.2,3.9,Active
EMP00703,Sales,Sales Executive,33,4.0,777000.0,Yes,3,1.9,2.6,3.3,Resigned
EMP00704,Customer Support,Support Lead,37,0.7,515000.0,No,6,4.8,2.2,2.0,Active
EMP00705,Engineering,Engineering Manager,33,4.5,1115000.0,No,46,2.5,1.8,3.4,Active
EMP00706,Operations,Ops Analyst,36,0.8,564000.0,No,50,3.1,3.2,2.8,Active
EMP00707,HR,HR Manager,47,1.6,609000.0,Yes,26,4.0,3.0,2.6,Active
EMP00708,HR,Recruiter,32,0.8,610000.0,No,57,4.7,3.6,2.4,Active
EMP00709,Operations,Process Lead,44,1.5,594000.0,No,56,3.2,2.9,3.9,Active
EMP00710,Operations,Ops Analyst,38,1.0,624000.0,Yes,40,3.0,2.7,1.8,Active
EMP00711,Customer Support,Support Lead,24,6.2,648000.0,Yes,35,3.5,1.0,2.6,Active
EMP00712,Finance,Finance Manager,26,2.5,789000.0,Yes,58,2.8,3.1,3.3,Active
EMP00713,HR,HR Generalist,28,2.1,631000.0,Yes,37,2.9,2.8,4.3,Active
EMP00714,Customer Support,Support Manager,29,6.6,599000.0,No,57,3.8,5.0,3.6,Active
EMP00715,HR,Recruiter,35,6.4,763000.0,No,59,3.6,3.3,2.6,Active
EMP00716,Sales,Account Manager,39,2.3,654000.0,Yes,12,5.0,1.9,4.3,Active
EMP00717,Operations,Ops Manager,45,3.8,734000.0,No,40,3.8,3.3,2.3,Active
EMP00718,Sales,Account Manager,37,1.9,683000.0,Yes,44,4.4,2.4,3.4,Resigned
EMP00719,Finance,Financial Analyst,31,2.9,868000.0,No,50,2.4,3.7,3.5,Active
EMP00720,Customer Support,Support Manager,21,1.2,504000.0,No,21,3.9,3.3,2.6,Active
EMP00721,Operations,Ops Manager,36,4.2,843000.0,No,52,2.7,2.2,3.7,Active
EMP00722,Operations,Process Lead,36,6.8,842000.0,No,30,3.8,1.8,2.8,Active
EMP00723,Sales,Account Manager,37,6.0,968000.0,No,24,4.0,3.5,3.7,Active
EMP00724,Customer Support,Support Lead,52,3.2,525000.0,Yes,10,3.4,3.9,1.9,Active
EMP00725,Sales,Account Manager,44,0.4,636000.0,Yes,20,5.0,2.8,3.4,Active
EMP00726,Sales,Sales Manager,41,1.8,628000.0,No,59,4.7,4.0,2.9,Active
EMP00727,Engineering,Engineering Manager,27,2.9,1089000.0,Yes,43,4.5,3.6,4.0,Resigned
EMP00728,Sales,Sales Manager,30,0.9,720000.0,No,44,4.1,3.5,3.2,Active
EMP00729,Operations,Ops Manager,33,0.7,689000.0,Yes,54,5.0,2.0,4.1,Active
EMP00730,Operations,Process Lead,31,8.1,909000.0,No,17,2.1,3.5,3.6,Active
EMP00731,Engineering,Senior Engineer,40,5.5,1317000.0,No,40,4.6,4.4,3.1,Active
EMP00732,Sales,Account Manager,38,4.5,746000.0,No,23,2.5,3.8,3.8,Active
EMP00733,Sales,Sales Manager,27,5.1,731000.0,No,51,2.9,4.0,3.8,Active
EMP00734,Engineering,Software Engineer,43,1.0,1095000.0,Yes,26,3.9,2.3,3.5,Active
EMP00735,Sales,Sales Manager,35,1.4,634000.0,Yes,52,4.5,2.5,1.6,Active
EMP00736,Finance,Financial Analyst,21,3.6,800000.0,No,45,2.4,3.2,2.5,Active
EMP00737,Sales,Account Manager,35,3.9,907000.0,No,47,2.9,3.3,4.2,Active
EMP00738,Engineering,Senior Engineer,36,0.8,1134000.0,No,56,3.5,4.4,2.3,Active
EMP00739,Engineering,Senior Engineer,43,3.5,1190000.0,No,48,3.2,1.2,3.8,Active
EMP00740,Engineering,Senior Engineer,32,2.9,1075000.0,No,20,4.2,3.3,3.7,Active
EMP00741,Sales,Account Manager,42,5.9,968000.0,Yes,32,5.0,2.6,2.7,Resigned
EMP00742,Sales,Account Manager,37,3.9,731000.0,Yes,29,3.8,1.5,1.8,Active
EMP00743,Customer Support,Support Lead,26,8.7,715000.0,No,4,2.7,3.9,2.8,Active
EMP00744,Sales,Account Manager,23,2.3,708000.0,No,36,2.2,2.6,4.7,Active
EMP00745,Operations,Process Lead,43,1.1,719000.0,No,27,3.1,3.0,2.6,Active
EMP00746,Operations,Ops Manager,46,8.5,1020000.0,No,24,2.6,5.0,2.6,Active
EMP00747,Engineering,Senior Engineer,38,4.0,1231000.0,No,7,3.8,4.2,2.5,Active
EMP00748,Operations,Process Lead,47,2.9,622000.0,No,31,3.8,3.8,4.1,Active
EMP00749,HR,HR Manager,43,1.5,596000.0,Yes,35,3.0,3.0,3.0,Active
EMP00750,Customer Support,Support Associate,40,2.3,505000.0,No,7,5.0,3.2,2.8,Active
EMP00751,Engineering,Engineering Manager,27,2.2,1200000.0,No,39,2.7,5.0,4.2,Active
EMP00752,Engineering,Software Engineer,48,1.1,903000.0,No,11,3.3,4.0,3.6,Active
EMP00753,Engineering,Software Engineer,38,0.3,838000.0,Yes,9,4.0,2.0,2.6,Active
EMP00754,Operations,Process Lead,31,2.2,721000.0,No,25,4.2,2.0,2.3,Active
EMP00755,Finance,Financial Analyst,30,5.2,970000.0,No,24,4.5,3.8,4.0,Active
EMP00756,Engineering,Engineering Manager,38,7.2,1498000.0,Yes,55,3.8,2.6,3.2,Resigned
EMP00757,Engineering,Engineering Manager,23,6.0,1127000.0,Yes,5,4.3,1.4,2.1,Active
EMP00758,Customer Support,Support Manager,42,6.2,718000.0,Yes,21,2.8,3.1,2.0,Active
EMP00759,Sales,Sales Manager,26,1.2,600000.0,No,45,4.2,3.1,2.4,Active
EMP00760,Operations,Process Lead,38,3.7,629000.0,No,15,4.2,3.8,2.3,Active
EMP00761,Finance,Financial Analyst,31,4.5,941000.0,Yes,59,4.8,3.1,1.8,Active
EMP00762,Sales,Sales Manager,33,4.7,764000.0,No,45,1.9,2.8,2.4,Resigned
EMP00763,Sales,Sales Executive,29,2.9,785000.0,No,57,2.6,3.9,2.6,Active
EMP00764,Sales,Sales Executive,34,3.4,671000.0,No,57,4.1,2.9,2.9,Active
EMP00765,Customer Support,Support Associate,51,5.9,559000.0,No,7,1.0,2.9,4.4,Active
EMP00766,Sales,Account Manager,46,4.4,878000.0,No,28,3.8,2.8,3.0,Active
EMP00767,Sales,Sales Manager,38,5.0,772000.0,No,45,4.4,4.3,3.1,Resigned
EMP00768,Sales,Sales Executive,34,2.1,766000.0,Yes,1,2.9,2.4,3.6,Active
EMP00769,Sales,Sales Manager,42,4.8,900000.0,No,28,3.0,4.5,3.0,Active
EMP00770,Finance,Accountant,44,3.3,780000.0,No,42,2.4,4.9,3.5,Active
EMP00771,Engineering,Senior Engineer,29,5.5,1366000.0,No,48,2.9,2.6,3.4,Active
EMP00772,Operations,Process Lead,34,1.7,615000.0,No,25,3.0,1.0,3.3,Active
EMP00773,Operations,Ops Manager,21,5.2,761000.0,No,52,2.8,4.2,5.0,Active
EMP00774,Customer Support,Support Lead,43,2.3,479000.0,No,41,2.7,3.0,3.8,Active
EMP00775,Sales,Sales Manager,52,5.2,939000.0,Yes,3,3.2,1.9,2.4,Active
EMP00776,Customer Support,Support Lead,36,3.7,597000.0,No,17,3.1,2.8,3.5,Active
EMP00777,Finance,Accountant,21,3.2,895000.0,Yes,57,5.0,2.3,2.6,Active
EMP00778,Sales,Sales Executive,39,2.4,848000.0,Yes,1,3.0,3.9,3.5,Active
EMP00779,HR,HR Generalist,27,2.9,614000.0,Yes,7,3.7,2.8,2.2,Active
EMP00780,Customer Support,Support Associate,29,2.2,607000.0,Yes,21,2.9,3.9,2.4,Active
EMP00781,Engineering,Software Engineer,39,2.4,1158000.0,No,60,2.9,3.7,3.4,Active
EMP00782,Customer Support,Support Associate,37,4.3,681000.0,No,43,1.9,3.0,3.9,Active
EMP00783,Operations,Process Lead,30,0.6,698000.0,No,9,2.0,2.9,3.6,Active
EMP00784,Finance,Financial Analyst,30,5.1,1124000.0,Yes,24,2.3,3.2,3.8,Active
EMP00785,Customer Support,Support Lead,37,5.2,560000.0,No,57,3.6,4.0,3.5,Resigned
EMP00786,Engineering,Engineering Manager,31,2.5,1190000.0,No,14,4.4,4.2,3.3,Active
EMP00787,HR,HR Manager,26,3.4,723000.0,No,35,1.8,3.1,2.8,Active
EMP00788,Engineering,Senior Engineer,31,1.3,1068000.0,No,28,2.9,3.5,3.8,Active
EMP00789,HR,HR Generalist,38,4.1,640000.0,No,46,2.2,3.8,3.9,Resigned
EMP00790,Finance,Finance Manager,33,1.5,932000.0,Yes,46,3.2,2.4,3.2,Active
EMP00791,Sales,Sales Executive,22,0.1,596000.0,No,50,4.4,2.3,3.1,Active
EMP00792,Engineering,Engineering Manager,44,7.0,1349000.0,No,8,3.0,2.6,4.3,Active
EMP00793,Engineering,Engineering Manager,21,1.2,1025000.0,Yes,28,3.4,2.5,3.2,Active
EMP00794,Sales,Sales Executive,31,2.9,686000.0,No,42,4.7,3.9,3.3,Active
EMP00795,Sales,Sales Manager,30,3.5,839000.0,No,26,3.8,4.4,3.5,Active
EMP00796,Engineering,Software Engineer,36,4.3,1048000.0,No,41,2.7,2.1,3.1,Resigned
EMP00797,Sales,Sales Executive,39,3.1,816000.0,No,39,3.5,2.8,2.6,Active
EMP00798,Sales,Sales Manager,44,3.8,882000.0,No,23,2.7,3.0,3.5,Active
EMP00799,Finance,Finance Manager,29,2.4,819000.0,No,7,3.8,4.0,3.2,Active
EMP00800,Finance,Financial Analyst,38,0.7,831000.0,No,59,3.9,2.8,4.5,Active
EMP00801,Finance,Finance Manager,36,3.0,794000.0,No,50,2.2,2.9,3.8,Active
EMP00802,Engineering,Engineering Manager,22,4.7,1344000.0,No,54,3.6,2.0,2.8,Active
EMP00803,Customer Support,Support Manager,49,1.3,588000.0,Yes,18,3.3,3.1,3.7,Resigned
EMP00804,Operations,Ops Analyst,23,3.6,654000.0,No,19,3.9,3.2,3.4,Active
EMP00805,Sales,Sales Executive,41,9.8,1092000.0,No,20,4.1,2.7,4.1,Active
EMP00806,Sales,Sales Manager,38,2.8,761000.0,No,2,3.8,3.1,2.8,Active
EMP00807,Finance,Finance Manager,37,2.9,889000.0,No,11,3.1,4.3,3.3,Active
EMP00808,Sales,Sales Manager,30,0.6,715000.0,No,19,4.2,2.4,3.1,Active
EMP00809,Operations,Ops Manager,41,1.1,637000.0,No,60,2.6,2.5,3.2,Active
EMP00810,Customer Support,Support Associate,22,1.5,539000.0,Yes,13,2.2,3.8,2.6,Resigned
EMP00811,Sales,Sales Manager,35,4.6,762000.0,Yes,31,1.0,2.8,3.6,Resigned
EMP00812,Sales,Sales Executive,30,1.4,679000.0,No,33,3.3,3.9,3.5,Active
EMP00813,Customer Support,Support Lead,30,4.0,660000.0,No,22,2.7,3.7,4.1,Active
EMP00814,Operations,Process Lead,38,1.6,581000.0,Yes,56,3.8,2.7,3.2,Active
EMP00815,Sales,Account Manager,42,0.7,697000.0,Yes,6,1.6,2.4,2.9,Active
EMP00816,Customer Support,Support Associate,33,5.0,565000.0,Yes,53,2.8,3.4,3.8,Resigned
EMP00817,Customer Support,Support Associate,41,2.2,600000.0,No,45,3.8,4.3,2.6,Resigned
EMP00818,Operations,Ops Manager,36,4.3,773000.0,No,19,2.5,4.3,4.0,Resigned
EMP00819,Finance,Finance Manager,27,0.7,759000.0,No,47,3.8,2.2,4.0,Active
EMP00820,Engineering,Senior Engineer,32,0.2,889000.0,Yes,26,2.9,3.9,4.1,Resigned
EMP00821,Sales,Sales Manager,32,3.3,764000.0,Yes,59,3.4,2.4,3.5,Active
EMP00822,Operations,Ops Analyst,28,1.1,727000.0,Yes,3,3.9,2.0,2.9,Active
EMP00823,Engineering,Engineering Manager,38,3.3,1141000.0,No,2,4.3,3.1,3.3,Active
EMP00824,Finance,Finance Manager,37,3.3,890000.0,Yes,33,3.5,3.4,3.5,Active
EMP00825,HR,Recruiter,22,3.0,697000.0,No,56,2.7,3.8,2.8,Resigned
EMP00826,Sales,Sales Manager,23,6.2,859000.0,No,4,3.0,3.1,4.1,Active
EMP00827,Operations,Ops Manager,38,4.0,728000.0,No,47,4.0,4.1,3.6,Active
EMP00828,Engineering,Senior Engineer,31,9.8,1435000.0,No,57,2.5,3.4,2.6,Active
EMP00829,Customer Support,Support Manager,37,2.3,489000.0,Yes,30,3.2,2.2,4.5,Active
EMP00830,Engineering,Engineering Manager,40,0.9,1066000.0,Yes,53,3.1,2.1,3.3,Resigned
EMP00831,Finance,Finance Manager,24,1.7,919000.0,No,46,3.3,3.7,2.4,Active
EMP00832,Operations,Ops Analyst,23,2.4,770000.0,No,13,2.5,3.2,2.6,Active
EMP00833,Engineering,Engineering Manager,51,10.4,1694000.0,No,52,1.7,2.1,4.2,Resigned
EMP00834,Finance,Financial Analyst,38,3.2,881000.0,No,42,3.9,4.1,4.5,Active
EMP00835,Finance,Accountant,33,6.4,971000.0,No,1,4.3,2.9,3.9,Active
EMP00836,Operations,Ops Manager,27,2.1,704000.0,Yes,35,1.8,4.1,4.1,Active
EMP00837,HR,Recruiter,30,1.9,696000.0,No,40,3.7,2.0,4.1,Active
EMP00838,Customer Support,Support Manager,24,0.6,531000.0,Yes,49,4.4,2.5,3.6,Active
EMP00839,Engineering,Engineering Manager,45,10.1,1518000.0,Yes,47,3.9,2.1,3.4,Active
EMP00840,Operations,Ops Analyst,30,7.8,931000.0,Yes,29,3.0,1.8,3.6,Resigned
EMP00841,Sales,Sales Executive,44,3.6,855000.0,No,18,2.6,2.9,3.7,Active
EMP00842,HR,HR Generalist,31,2.5,712000.0,No,12,3.5,4.9,2.7,Active
EMP00843,Operations,Process Lead,26,3.2,772000.0,Yes,6,3.6,2.8,3.7,Active
EMP00844,Engineering,Senior Engineer,30,0.9,981000.0,Yes,39,3.5,2.0,4.2,Active
EMP00845,Sales,Sales Manager,21,4.3,762000.0,No,58,3.2,1.7,3.1,Active
EMP00846,Customer Support,Support Manager,35,7.4,693000.0,No,5,2.4,1.8,3.0,Active
EMP00847,Engineering,Engineering Manager,35,7.7,1317000.0,Yes,43,3.8,2.2,3.5,Active
EMP00848,Finance,Financial Analyst,40,0.7,885000.0,No,36,3.8,2.7,2.7,Active
EMP00849,Sales,Sales Executive,21,6.3,898000.0,No,11,3.6,3.1,2.3,Active
EMP00850,Customer Support,Support Lead,43,0.9,502000.0,No,13,3.5,1.3,4.0,Active
EMP00851,Sales,Account Manager,40,0.3,632000.0,No,18,4.9,3.2,2.9,Active
EMP00852,Sales,Sales Manager,46,6.5,941000.0,Yes,42,2.8,3.6,3.2,Active
EMP00853,Customer Support,Support Associate,34,2.0,541000.0,Yes,18,4.6,4.2,2.8,Active
EMP00854,Customer Support,Support Lead,44,5.9,578000.0,No,50,2.7,1.6,4.1,Resigned
EMP00855,Sales,Sales Executive,24,5.5,960000.0,Yes,23,4.4,2.0,3.8,Active
EMP00856,Operations,Ops Analyst,41,5.0,747000.0,No,7,4.5,2.5,3.0,Active
EMP00857,Finance,Financial Analyst,29,3.2,876000.0,Yes,6,3.1,2.8,2.4,Active
EMP00858,Customer Support,Support Associate,21,1.0,464000.0,No,25,4.9,2.2,3.0,Active
EMP00859,Engineering,Senior Engineer,25,2.4,1104000.0,No,25,3.8,4.8,3.6,Active
EMP00860,Operations,Ops Manager,37,7.7,930000.0,No,45,2.6,3.3,3.3,Active
EMP00861,HR,Recruiter,29,6.0,834000.0,No,29,3.1,3.2,3.3,Active
EMP00862,Finance,Accountant,38,2.5,746000.0,No,10,4.4,4.7,3.3,Active
EMP00863,HR,HR Manager,21,2.5,722000.0,Yes,13,4.2,2.7,3.7,Active
